Transaction_Amount,Merchant_Category,User_Country,Transaction_Country,Device_Type,Transaction_Day,User_Avg_Spend,User_Transaction_Frequency,status,Is_Fraud
7349,Bitcoin exchanges,Spain,Pakistan,Tablet,Weekday,6326,8,1,Fraud
18903,Clothing stores,Mexico,Nigeria,Tablet,Weekend,9535,3,1,Fraud
28671,Department stores,Germany,Philippines,Mobile,Weekday,3002,7,1,Fraud
7555,Department stores,Brazil,Brazil,Mobile,Weekend,7432,2,0,No Fraud
3164,Clothing stores,Brazil,Brazil,Tablet,Weekend,3732,2,0,No Fraud
28473,Department stores,Brazil,Russia,Mobile,Weekday,2380,7,1,Fraud
5614,Bakeries,Brazil,Brazil,Mobile,Weekday,3053,2,0,No Fraud
10044,Department stores,Italy,Italy,Mobile,Weekday,8904,2,0,No Fraud
17028,Taxi services,Canada,Canada,Tablet,Weekday,9284,2,0,No Fraud
12312,Grocery stores,Russia,Russia,Tablet,Weekend,8897,2,0,No Fraud
28907,Adult websites,Japan,India,Laptop,Weekend,3316,5,1,Fraud
9199,Department stores,Argentina,Argentina,Laptop,Weekday,7161,1,0,No Fraud
15182,Bitcoin exchanges,Australia,India,Mobile,Weekday,6467,9,1,Fraud
9160,Grocery stores,Italy,South Africa,Tablet,Weekday,4547,9,1,Fraud
8490,Taxi services,Russia,Russia,Tablet,Weekend,3458,9,1,Fraud
5039,Taxi services,Japan,Japan,Mobile,Weekday,5328,1,0,No Fraud
14927,Liquor stores,Kenya,Brazil,Mobile,Weekend,2405,5,1,Fraud
23762,Taxi services,Spain,Brazil,Tablet,Weekday,4076,5,1,Fraud
5759,Taxi services,France,France,Mobile,Weekend,6737,1,0,No Fraud
27709,Bakeries,France,India,Tablet,Weekend,2310,3,1,Fraud
4306,Clothing stores,Germany,Germany,Tablet,Weekday,4622,1,0,No Fraud
13908,Airlines,Japan,Pakistan,Tablet,Weekday,3412,4,1,Fraud
24359,Grocery stores,India,Russia,Mobile,Weekday,6569,5,1,Fraud
8337,Bakeries,South Korea,South Korea,Tablet,Weekday,7568,2,0,No Fraud
11644,Taxi services,Mexico,Mexico,Laptop,Weekend,6233,1,1,Fraud
6540,Bakeries,United Kingdom,Philippines,Mobile,Weekend,3281,10,1,Fraud
6882,Taxi services,Nigeria,Nigeria,Mobile,Weekend,5350,2,0,No Fraud
14635,Taxi services,Japan,Philippines,Mobile,Weekend,2829,1,1,Fraud
6131,Liquor stores,Argentina,Argentina,Tablet,Weekday,7452,1,0,No Fraud
24289,Hotels,South Africa,Philippines,Laptop,Weekend,8520,4,1,Fraud
2123,Liquor stores,Italy,Italy,Laptop,Weekday,3252,2,0,No Fraud
27884,Liquor stores,Spain,Nigeria,Tablet,Weekday,4591,6,1,Fraud
4757,Department stores,Canada,Canada,Mobile,Weekend,2513,2,0,No Fraud
6043,Bakeries,Japan,Japan,Laptop,Weekend,4427,1,1,Fraud
17842,Department stores,France,Nigeria,Tablet,Weekend,9822,9,1,Fraud
2142,Bakeries,Argentina,Argentina,Laptop,Weekend,2053,2,1,Fraud
3888,Liquor stores,America,America,Tablet,Weekday,2247,1,0,No Fraud
20022,Grocery stores,Argentina,Indonesia,Mobile,Weekday,2778,9,1,Fraud
3988,Liquor stores,America,America,Tablet,Weekend,5110,2,0,No Fraud
6419,Liquor stores,Spain,Spain,Tablet,Weekend,8185,1,0,No Fraud
6946,Liquor stores,Japan,Japan,Tablet,Weekday,5587,2,0,No Fraud
2861,Liquor stores,Australia,Australia,Tablet,Weekday,5203,2,0,No Fraud
4747,Taxi services,Japan,Japan,Mobile,Weekend,2719,2,0,No Fraud
5713,Clothing stores,Kenya,Kenya,Laptop,Weekend,3802,1,1,Fraud
5710,Taxi services,Brazil,Brazil,Laptop,Weekend,5539,2,0,No Fraud
22110,Clothing stores,China,Nigeria,Laptop,Weekend,9587,2,1,Fraud
17252,Airlines,Germany,India,Mobile,Weekend,9614,2,1,Fraud
5694,Taxi services,America,Pakistan,Mobile,Weekday,2426,10,1,Fraud
26655,Grocery stores,Argentina,Nigeria,Mobile,Weekday,7108,2,1,Fraud
11027,Liquor stores,France,France,Laptop,Weekday,8392,1,1,Fraud
20097,Grocery stores,Russia,Indonesia,Tablet,Weekday,5030,10,1,Fraud
13961,Grocery stores,France,Russia,Laptop,Weekday,6691,2,1,Fraud
16604,Clothing stores,South Africa,South Africa,Laptop,Weekday,3155,5,1,Fraud
4381,Liquor stores,Brazil,Brazil,Tablet,Weekend,4636,1,0,No Fraud
3004,Clothing stores,Italy,Italy,Tablet,Weekday,4482,2,0,No Fraud
14581,Bakeries,India,Nigeria,Mobile,Weekend,8027,2,1,Fraud
4480,Bakeries,Japan,Japan,Tablet,Weekend,5156,2,0,No Fraud
25039,Grocery stores,South Korea,Indonesia,Tablet,Weekend,8446,5,1,Fraud
4977,Department stores,Italy,Italy,Tablet,Weekday,4230,2,0,No Fraud
11659,Clothing stores,South Africa,South Africa,Mobile,Weekend,9041,1,0,No Fraud
23808,Liquor stores,United Kingdom,Philippines,Mobile,Weekend,5025,2,1,Fraud
14412,Department stores,Canada,Canada,Mobile,Weekend,7436,2,0,No Fraud
5345,Liquor stores,Nigeria,Nigeria,Mobile,Weekday,8194,1,0,No Fraud
19694,Grocery stores,Australia,Philippines,Mobile,Weekday,4568,6,1,Fraud
5120,Taxi services,Canada,Canada,Laptop,Weekday,5100,1,1,Fraud
15706,Department stores,Kenya,Kenya,Tablet,Weekend,9345,2,0,No Fraud
9864,Department stores,America,America,Mobile,Weekday,8348,1,0,No Fraud
9081,Department stores,America,America,Laptop,Weekday,3529,10,1,Fraud
11958,Bitcoin exchanges,Mexico,South Africa,Tablet,Weekend,4932,9,1,Fraud
12931,Airlines,China,Philippines,Tablet,Weekend,4183,1,1,Fraud
11050,Adult websites,South Korea,India,Laptop,Weekend,2649,7,1,Fraud
10069,Department stores,Mexico,Mexico,Mobile,Weekend,6239,2,0,No Fraud
1704,Department stores,Canada,Canada,Tablet,Weekday,3088,2,0,No Fraud
5751,Liquor stores,India,India,Laptop,Weekend,8141,1,1,Fraud
1905,Grocery stores,India,India,Laptop,Weekend,3555,2,1,Fraud
14019,Taxi services,Canada,Canada,Mobile,Weekday,8533,1,0,No Fraud
2873,Department stores,Italy,Italy,Laptop,Weekend,5683,2,0,No Fraud
5502,Grocery stores,India,India,Tablet,Weekend,2858,1,0,No Fraud
14276,Department stores,Mexico,Mexico,Tablet,Weekday,3611,5,1,Fraud
23264,Bakeries,Australia,Pakistan,Laptop,Weekday,7772,5,1,Fraud
17735,Clothing stores,South Africa,Brazil,Laptop,Weekend,5217,3,1,Fraud
2126,Taxi services,Australia,Australia,Tablet,Weekday,2240,1,0,No Fraud
9486,Bitcoin exchanges,Japan,Nigeria,Tablet,Weekday,8099,4,1,Fraud
8709,Department stores,South Africa,South Africa,Mobile,Weekday,6080,2,0,No Fraud
23048,Airlines,South Africa,Philippines,Laptop,Weekend,2039,4,1,Fraud
11395,Bakeries,Canada,Canada,Laptop,Weekend,6296,2,0,No Fraud
25163,Clothing stores,America,Vietnam,Mobile,Weekday,7592,3,1,Fraud
20877,Grocery stores,Kenya,South Africa,Laptop,Weekend,9710,3,1,Fraud
6099,Department stores,China,China,Mobile,Weekend,3366,1,0,No Fraud
16915,Liquor stores,South Africa,South Africa,Laptop,Weekday,8924,4,0,No Fraud
12538,Bakeries,Russia,Mexico,Laptop,Weekend,8883,9,1,Fraud
16727,Airlines,Italy,Philippines,Mobile,Weekend,5042,9,1,Fraud
22435,Adult websites,Canada,Vietnam,Tablet,Weekend,5577,9,1,Fraud
4772,Grocery stores,Japan,Japan,Laptop,Weekday,7521,1,1,Fraud
4853,Taxi services,Argentina,Argentina,Tablet,Weekend,3094,2,0,No Fraud
27995,Airlines,Brazil,Nigeria,Mobile,Weekday,8971,3,1,Fraud
6100,Liquor stores,Brazil,Brazil,Laptop,Weekend,6856,2,1,Fraud
13942,Adult websites,India,Pakistan,Tablet,Weekend,9900,7,1,Fraud
10026,Clothing stores,Mexico,Mexico,Mobile,Weekend,5694,1,0,No Fraud
23077,Bakeries,Russia,Russia,Laptop,Weekend,7741,1,1,Fraud
3028,Taxi services,Brazil,Brazil,Laptop,Weekday,4847,1,0,No Fraud
14843,Department stores,Australia,Philippines,Mobile,Weekday,7118,7,1,Fraud
2742,Taxi services,France,France,Mobile,Weekend,2846,2,0,No Fraud
12797,Department stores,Canada,Canada,Tablet,Weekday,7378,1,0,No Fraud
12115,Adult websites,Japan,South Africa,Laptop,Weekday,4587,4,1,Fraud
28856,Bitcoin exchanges,Argentina,Nigeria,Mobile,Weekday,5578,1,1,Fraud
3381,Liquor stores,America,America,Laptop,Weekend,6255,2,0,No Fraud
19463,Grocery stores,United Kingdom,Philippines,Mobile,Weekday,7458,9,1,Fraud
10565,Bakeries,Canada,Mexico,Tablet,Weekday,5999,2,1,Fraud
24236,Department stores,Brazil,Nigeria,Mobile,Weekday,2272,3,1,Fraud
15578,Clothing stores,China,China,Mobile,Weekend,9763,1,0,No Fraud
5677,Clothing stores,Spain,Spain,Laptop,Weekday,7902,2,1,Fraud
26181,Taxi services,Italy,Indonesia,Laptop,Weekend,7749,6,1,Fraud
9809,Hotels,South Africa,South Africa,Laptop,Weekend,7333,1,1,Fraud
7196,Bakeries,Nigeria,Vietnam,Tablet,Weekday,4625,4,1,Fraud
2719,Grocery stores,Kenya,Kenya,Laptop,Weekend,5392,1,1,Fraud
4073,Bakeries,America,America,Mobile,Weekday,4263,2,0,No Fraud
4485,Taxi services,Argentina,Argentina,Mobile,Weekday,4969,1,0,No Fraud
28963,Grocery stores,Mexico,India,Laptop,Weekday,7612,5,1,Fraud
4257,Bakeries,Brazil,Brazil,Tablet,Weekend,2852,2,0,No Fraud
4562,Clothing stores,Germany,Germany,Tablet,Weekday,2332,1,0,No Fraud
14012,Clothing stores,Spain,Spain,Laptop,Weekend,3505,5,1,Fraud
3699,Taxi services,France,France,Laptop,Weekday,6569,2,1,Fraud
22906,Bitcoin exchanges,United Kingdom,Russia,Tablet,Weekday,6992,6,1,Fraud
27094,Taxi services,Brazil,Philippines,Laptop,Weekday,7871,2,1,Fraud
17067,Hotels,India,Pakistan,Laptop,Weekday,8985,7,1,Fraud
6157,Department stores,Kenya,Kenya,Laptop,Weekend,7973,2,0,No Fraud
20708,Grocery stores,China,Indonesia,Tablet,Weekday,3513,6,1,Fraud
15090,Clothing stores,Argentina,India,Tablet,Weekend,5383,5,1,Fraud
12476,Department stores,China,China,Tablet,Weekend,8440,2,0,No Fraud
10778,Clothing stores,South Korea,India,Laptop,Weekday,6286,2,1,Fraud
7595,Grocery stores,Spain,Mexico,Laptop,Weekday,3571,5,1,Fraud
4930,Bakeries,Argentina,Argentina,Tablet,Weekday,8193,2,0,No Fraud
18992,Hotels,Canada,Canada,Laptop,Weekday,5623,2,1,Fraud
17724,Hotels,Nigeria,Indonesia,Laptop,Weekday,9289,9,1,Fraud
6146,Clothing stores,Nigeria,South Africa,Mobile,Weekend,4508,4,1,Fraud
12413,Bakeries,Nigeria,Nigeria,Laptop,Weekend,8885,2,1,Fraud
8418,Department stores,Canada,Russia,Tablet,Weekend,9552,7,1,Fraud
10018,Adult websites,Kenya,Kenya,Tablet,Weekday,4928,3,1,Fraud
24422,Department stores,Brazil,Indonesia,Tablet,Weekday,2828,9,1,Fraud
8489,Grocery stores,Italy,Italy,Laptop,Weekend,4901,1,0,No Fraud
18246,Airlines,South Africa,Nigeria,Tablet,Weekday,6440,7,1,Fraud
15287,Department stores,China,China,Mobile,Weekend,8915,1,0,No Fraud
13424,Liquor stores,Brazil,Brazil,Laptop,Weekend,7021,2,1,Fraud
13196,Grocery stores,Russia,Russia,Mobile,Weekend,7874,1,0,No Fraud
9960,Adult websites,Italy,Mexico,Tablet,Weekend,8828,5,1,Fraud
1525,Grocery stores,Australia,Australia,Mobile,Weekday,2875,1,0,No Fraud
3476,Liquor stores,France,France,Tablet,Weekend,5631,2,0,No Fraud
6165,Bitcoin exchanges,Argentina,Philippines,Laptop,Weekday,9451,3,1,Fraud
6407,Bakeries,France,Nigeria,Laptop,Weekday,8626,1,1,Fraud
15868,Department stores,Italy,Philippines,Laptop,Weekday,7220,8,1,Fraud
8510,Adult websites,Nigeria,Nigeria,Mobile,Weekday,2896,5,1,Fraud
4762,Liquor stores,Kenya,Kenya,Laptop,Weekend,8686,2,0,No Fraud
5587,Taxi services,Japan,South Africa,Tablet,Weekday,6415,3,1,Fraud
9479,Liquor stores,South Africa,Indonesia,Laptop,Weekday,4932,6,1,Fraud
7150,Bakeries,Brazil,Brazil,Tablet,Weekday,6456,1,0,No Fraud
13146,Liquor stores,United Kingdom,United Kingdom,Mobile,Weekend,9667,1,0,No Fraud
19958,Bakeries,Argentina,Russia,Tablet,Weekend,9535,6,1,Fraud
12474,Taxi services,India,India,Tablet,Weekend,6413,1,0,No Fraud
20827,Bakeries,America,Mexico,Laptop,Weekend,9210,3,1,Fraud
15145,Grocery stores,Italy,Italy,Laptop,Weekday,9607,1,1,Fraud
6262,Liquor stores,United Kingdom,United Kingdom,Mobile,Weekday,7550,1,0,No Fraud
14448,Liquor stores,France,Russia,Tablet,Weekday,9155,7,1,Fraud
8520,Clothing stores,Italy,Italy,Mobile,Weekday,4320,1,0,No Fraud
9304,Department stores,Italy,Italy,Mobile,Weekday,6435,1,0,No Fraud
15004,Taxi services,Germany,Mexico,Laptop,Weekday,3333,7,1,Fraud
18411,Bakeries,Australia,India,Tablet,Weekday,9968,6,1,Fraud
14173,Taxi services,China,China,Laptop,Weekend,7548,1,1,Fraud
14393,Department stores,Germany,Germany,Laptop,Weekend,7833,2,1,Fraud
18817,Liquor stores,Russia,Russia,Tablet,Weekend,9534,1,0,No Fraud
20342,Adult websites,South Korea,Vietnam,Laptop,Weekday,3774,1,1,Fraud
1737,Grocery stores,Russia,Russia,Mobile,Weekday,2984,2,0,No Fraud
8963,Department stores,Japan,Japan,Laptop,Weekend,5473,2,1,Fraud
11398,Liquor stores,Australia,Vietnam,Tablet,Weekend,9394,1,1,Fraud
14723,Adult websites,Japan,India,Tablet,Weekend,5582,7,1,Fraud
7609,Department stores,India,India,Mobile,Weekday,8971,1,0,No Fraud
16406,Clothing stores,Kenya,Vietnam,Mobile,Weekend,7373,9,1,Fraud
29444,Bitcoin exchanges,Argentina,South Africa,Laptop,Weekend,9375,4,1,Fraud
22627,Department stores,India,Vietnam,Laptop,Weekday,7628,2,1,Fraud
9251,Bakeries,India,India,Laptop,Weekend,7607,1,0,No Fraud
5574,Grocery stores,Canada,Vietnam,Mobile,Weekend,4828,8,1,Fraud
28323,Clothing stores,Germany,India,Tablet,Weekend,3861,5,1,Fraud
14296,Hotels,Brazil,Brazil,Mobile,Weekend,4747,1,1,Fraud
11178,Department stores,India,Indonesia,Mobile,Weekday,2764,2,1,Fraud
26791,Liquor stores,Brazil,Philippines,Tablet,Weekend,8436,2,1,Fraud
8502,Department stores,America,India,Laptop,Weekday,5374,5,1,Fraud
4296,Clothing stores,United Kingdom,United Kingdom,Tablet,Weekend,4168,2,0,No Fraud
14092,Clothing stores,China,South Africa,Laptop,Weekend,9076,2,1,Fraud
23451,Hotels,Brazil,Brazil,Tablet,Weekday,5801,7,1,Fraud
22492,Taxi services,China,Pakistan,Tablet,Weekday,7652,7,1,Fraud
16606,Airlines,Australia,Philippines,Tablet,Weekend,6552,3,1,Fraud
21470,Hotels,United Kingdom,Brazil,Tablet,Weekday,5566,3,1,Fraud
27467,Bakeries,Spain,India,Laptop,Weekend,7703,1,1,Fraud
3385,Liquor stores,France,France,Tablet,Weekday,3522,2,0,No Fraud
6863,Taxi services,Japan,Japan,Laptop,Weekday,3499,1,1,Fraud
10012,Liquor stores,America,America,Tablet,Weekend,5391,1,0,No Fraud
6839,Hotels,America,India,Mobile,Weekday,6862,3,1,Fraud
27825,Liquor stores,Spain,Russia,Mobile,Weekend,2872,7,1,Fraud
4051,Clothing stores,Brazil,Brazil,Laptop,Weekend,4144,2,1,Fraud
4995,Clothing stores,Mexico,Mexico,Tablet,Weekday,3916,2,0,No Fraud
18619,Bakeries,China,South Africa,Mobile,Weekend,9478,7,1,Fraud
26646,Liquor stores,Australia,South Africa,Tablet,Weekend,3761,3,1,Fraud
4843,Clothing stores,South Africa,South Africa,Mobile,Weekend,5187,2,0,No Fraud
2172,Liquor stores,South Korea,South Korea,Tablet,Weekend,3881,1,0,No Fraud
10918,Taxi services,Nigeria,Nigeria,Mobile,Weekday,7795,1,0,No Fraud
13868,Department stores,South Korea,Russia,Mobile,Weekend,6566,3,1,Fraud
13358,Grocery stores,Brazil,Pakistan,Laptop,Weekend,4390,6,1,Fraud
13473,Liquor stores,India,India,Laptop,Weekday,7030,1,0,No Fraud
14307,Department stores,Kenya,Nigeria,Laptop,Weekend,2790,9,1,Fraud
28171,Grocery stores,Kenya,Russia,Laptop,Weekday,7169,2,1,Fraud
1624,Bakeries,China,China,Laptop,Weekend,3096,2,1,Fraud
4658,Clothing stores,Russia,Russia,Laptop,Weekday,4983,2,0,No Fraud
5794,Liquor stores,Germany,Germany,Tablet,Weekday,8872,1,0,No Fraud
7256,Bakeries,Italy,Italy,Mobile,Weekday,4511,1,0,No Fraud
2919,Liquor stores,Germany,Germany,Laptop,Weekend,2848,1,1,Fraud
17332,Bitcoin exchanges,Australia,Nigeria,Tablet,Weekend,3767,2,1,Fraud
23815,Bitcoin exchanges,Italy,Russia,Tablet,Weekday,6806,5,1,Fraud
24933,Taxi services,Canada,Brazil,Laptop,Weekday,6299,3,1,Fraud
23216,Bakeries,Argentina,India,Tablet,Weekend,5063,5,1,Fraud
12759,Bakeries,Japan,India,Laptop,Weekend,3053,3,1,Fraud
1952,Taxi services,Brazil,Brazil,Laptop,Weekday,2187,2,0,No Fraud
9194,Liquor stores,America,Pakistan,Mobile,Weekday,5059,9,1,Fraud
1925,Bakeries,Argentina,Argentina,Laptop,Weekend,3687,1,1,Fraud
22108,Taxi services,India,Vietnam,Laptop,Weekend,4041,6,1,Fraud
13769,Clothing stores,Japan,Japan,Laptop,Weekend,6752,1,1,Fraud
8601,Clothing stores,Germany,Germany,Mobile,Weekend,7650,1,0,No Fraud
14844,Hotels,Australia,Indonesia,Mobile,Weekend,6578,10,1,Fraud
11384,Department stores,Mexico,Mexico,Laptop,Weekend,9529,1,0,No Fraud
24931,Department stores,Brazil,Pakistan,Mobile,Weekend,5996,1,1,Fraud
27017,Bakeries,United Kingdom,Russia,Laptop,Weekend,5599,3,1,Fraud
29355,Liquor stores,United Kingdom,Indonesia,Laptop,Weekend,8455,5,1,Fraud
7003,Liquor stores,America,America,Laptop,Weekend,6159,2,1,Fraud
6134,Department stores,Kenya,Kenya,Mobile,Weekday,5756,2,0,No Fraud
8603,Clothing stores,Argentina,Brazil,Tablet,Weekend,2642,4,1,Fraud
17019,Liquor stores,France,France,Laptop,Weekend,9508,1,1,Fraud
10326,Hotels,Kenya,Philippines,Mobile,Weekend,8778,9,1,Fraud
25628,Grocery stores,South Africa,Indonesia,Laptop,Weekday,8778,5,1,Fraud
8945,Clothing stores,Canada,Canada,Laptop,Weekday,5995,2,1,Fraud
9967,Department stores,Japan,Japan,Laptop,Weekday,9059,1,1,Fraud
3336,Bakeries,South Africa,South Africa,Mobile,Weekend,3408,2,0,No Fraud
3013,Taxi services,Germany,Germany,Mobile,Weekend,5170,2,0,No Fraud
3350,Bakeries,Australia,Australia,Laptop,Weekday,2436,2,0,No Fraud
27569,Hotels,South Korea,Philippines,Laptop,Weekday,9370,8,1,Fraud
12884,Taxi services,China,India,Mobile,Weekend,5554,1,1,Fraud
4246,Taxi services,Kenya,Kenya,Tablet,Weekday,2238,2,0,No Fraud
6971,Department stores,Japan,Japan,Laptop,Weekday,5286,1,0,No Fraud
27785,Bitcoin exchanges,Mexico,Pakistan,Tablet,Weekday,4699,3,1,Fraud
7069,Department stores,Spain,Spain,Laptop,Weekday,8946,1,0,No Fraud
5687,Adult websites,Spain,South Africa,Tablet,Weekend,7033,1,1,Fraud
11478,Clothing stores,Germany,Germany,Mobile,Weekend,8209,5,1,Fraud
15075,Adult websites,India,India,Mobile,Weekend,2545,1,1,Fraud
10423,Grocery stores,Nigeria,Nigeria,Laptop,Weekday,7303,1,0,No Fraud
21377,Taxi services,Italy,India,Laptop,Weekday,2893,3,1,Fraud
26107,Bakeries,Argentina,India,Laptop,Weekday,5492,7,1,Fraud
8120,Grocery stores,United Kingdom,United Kingdom,Tablet,Weekday,4420,1,0,No Fraud
16170,Airlines,France,Mexico,Laptop,Weekday,6277,4,1,Fraud
28886,Liquor stores,Canada,Indonesia,Mobile,Weekday,8264,9,1,Fraud
23490,Department stores,China,Vietnam,Tablet,Weekday,4678,5,1,Fraud
13206,Taxi services,China,Philippines,Tablet,Weekday,2075,3,1,Fraud
13127,Grocery stores,China,Indonesia,Mobile,Weekend,4104,2,1,Fraud
8702,Taxi services,America,Mexico,Tablet,Weekday,5015,10,1,Fraud
8283,Clothing stores,Kenya,Kenya,Tablet,Weekend,7169,2,0,No Fraud
20797,Adult websites,Japan,Japan,Laptop,Weekday,5663,8,1,Fraud
16976,Bakeries,Brazil,Brazil,Laptop,Weekday,9331,1,1,Fraud
14431,Taxi services,Japan,Pakistan,Mobile,Weekday,9516,5,1,Fraud
3529,Department stores,Argentina,Argentina,Tablet,Weekend,4568,1,0,No Fraud
1230,Liquor stores,India,India,Laptop,Weekday,2151,1,1,Fraud
6781,Grocery stores,France,France,Mobile,Weekday,7938,2,0,No Fraud
5189,Liquor stores,South Africa,South Africa,Tablet,Weekend,4532,1,0,No Fraud
17152,Department stores,Spain,Pakistan,Mobile,Weekday,4342,4,1,Fraud
6890,Taxi services,Australia,Australia,Tablet,Weekend,9685,5,1,Fraud
14382,Bakeries,United Kingdom,Nigeria,Laptop,Weekend,5617,9,1,Fraud
11316,Airlines,America,Philippines,Mobile,Weekday,6012,1,1,Fraud
8165,Liquor stores,Russia,Russia,Tablet,Weekday,4741,2,0,No Fraud
24147,Liquor stores,Australia,Pakistan,Mobile,Weekday,3262,4,1,Fraud
13251,Liquor stores,Germany,India,Mobile,Weekday,7355,2,1,Fraud
18794,Bakeries,China,Pakistan,Laptop,Weekend,4947,8,1,Fraud
7369,Liquor stores,Italy,Italy,Laptop,Weekday,3913,1,0,No Fraud
6222,Clothing stores,China,China,Mobile,Weekday,4767,1,0,No Fraud
20800,Adult websites,Spain,South Africa,Tablet,Weekday,2282,10,1,Fraud
4795,Bakeries,Italy,Italy,Laptop,Weekday,2656,2,1,Fraud
1897,Grocery stores,Canada,Canada,Mobile,Weekend,2873,2,0,No Fraud
20345,Airlines,Mexico,Russia,Mobile,Weekend,5332,10,1,Fraud
1512,Grocery stores,Russia,Russia,Laptop,Weekday,2219,2,1,Fraud
11261,Bakeries,Brazil,Brazil,Laptop,Weekday,6432,1,1,Fraud
23400,Adult websites,India,Philippines,Laptop,Weekday,8925,6,1,Fraud
1284,Department stores,Russia,Russia,Tablet,Weekday,2363,1,0,No Fraud
11574,Bakeries,Russia,Russia,Mobile,Weekend,7153,9,1,Fraud
4641,Grocery stores,Russia,Russia,Tablet,Weekend,9075,1,0,No Fraud
28976,Bakeries,India,Mexico,Tablet,Weekday,9744,4,1,Fraud
6134,Clothing stores,Spain,Spain,Tablet,Weekend,9668,2,0,No Fraud
15884,Airlines,America,Philippines,Mobile,Weekday,7637,5,1,Fraud
12938,Airlines,Nigeria,Indonesia,Mobile,Weekend,2900,5,1,Fraud
6565,Hotels,Canada,South Africa,Laptop,Weekday,3453,8,1,Fraud
6950,Bakeries,United Kingdom,Vietnam,Tablet,Weekday,2066,3,1,Fraud
8751,Taxi services,Canada,Vietnam,Mobile,Weekend,6903,2,1,Fraud
12609,Taxi services,Germany,India,Mobile,Weekend,7503,5,1,Fraud
7813,Bakeries,America,America,Mobile,Weekend,8007,2,0,No Fraud
29187,Grocery stores,United Kingdom,South Africa,Laptop,Weekday,4778,4,1,Fraud
19570,Grocery stores,Nigeria,Nigeria,Tablet,Weekday,5857,7,1,Fraud
5832,Adult websites,Russia,Vietnam,Mobile,Weekday,7041,2,1,Fraud
17175,Hotels,Argentina,Argentina,Mobile,Weekday,2616,1,1,Fraud
23416,Taxi services,Canada,South Africa,Laptop,Weekday,9112,1,1,Fraud
27824,Hotels,India,Brazil,Laptop,Weekday,9839,4,1,Fraud
21366,Hotels,India,Nigeria,Mobile,Weekend,6418,4,1,Fraud
5221,Grocery stores,Brazil,Brazil,Mobile,Weekend,3613,1,0,No Fraud
8890,Taxi services,Argentina,Argentina,Laptop,Weekday,4697,1,1,Fraud
7285,Hotels,Italy,Nigeria,Tablet,Weekend,6265,1,1,Fraud
19805,Taxi services,France,Indonesia,Mobile,Weekend,7581,7,1,Fraud
7807,Bakeries,Canada,Canada,Tablet,Weekend,4627,2,0,No Fraud
18132,Clothing stores,United Kingdom,Russia,Laptop,Weekend,9504,7,1,Fraud
5161,Clothing stores,South Korea,South Korea,Mobile,Weekday,2789,2,0,No Fraud
10739,Grocery stores,Canada,Indonesia,Mobile,Weekend,2698,2,1,Fraud
12014,Department stores,Kenya,Russia,Laptop,Weekday,3144,2,1,Fraud
21235,Adult websites,Kenya,Philippines,Mobile,Weekday,9585,7,1,Fraud
25253,Hotels,Brazil,Brazil,Laptop,Weekend,2161,4,1,Fraud
4043,Liquor stores,India,India,Mobile,Weekend,3881,2,0,No Fraud
4971,Taxi services,Germany,Germany,Laptop,Weekday,9634,1,1,Fraud
8386,Taxi services,Mexico,Mexico,Laptop,Weekday,8394,1,1,Fraud
14400,Taxi services,Argentina,Philippines,Tablet,Weekday,8010,7,1,Fraud
4529,Bakeries,Russia,Russia,Tablet,Weekend,3450,2,0,No Fraud
8339,Department stores,Mexico,Mexico,Laptop,Weekend,9787,1,1,Fraud
8995,Clothing stores,China,China,Mobile,Weekend,9021,2,0,No Fraud
9037,Department stores,China,China,Tablet,Weekday,8776,1,0,No Fraud
6634,Bakeries,China,China,Laptop,Weekday,5247,2,1,Fraud
4876,Clothing stores,India,India,Mobile,Weekday,6218,1,0,No Fraud
10829,Department stores,Japan,Japan,Tablet,Weekend,5545,1,0,No Fraud
12626,Grocery stores,China,China,Mobile,Weekday,9462,1,0,No Fraud
6572,Adult websites,Mexico,Mexico,Mobile,Weekend,9588,4,1,Fraud
19183,Department stores,Japan,Nigeria,Laptop,Weekday,3689,5,1,Fraud
15028,Airlines,South Korea,Nigeria,Laptop,Weekday,8544,3,1,Fraud
13919,Department stores,China,China,Tablet,Weekend,9306,1,0,No Fraud
5561,Grocery stores,France,France,Tablet,Weekday,8778,2,0,No Fraud
11830,Hotels,America,America,Laptop,Weekday,7089,4,1,Fraud
7338,Department stores,Canada,Canada,Tablet,Weekend,9762,2,0,No Fraud
5655,Clothing stores,America,America,Mobile,Weekday,5523,1,0,No Fraud
9648,Airlines,South Korea,Nigeria,Mobile,Weekend,3390,10,1,Fraud
22035,Taxi services,America,Philippines,Laptop,Weekday,3259,10,1,Fraud
20656,Clothing stores,China,China,Laptop,Weekend,9126,1,1,Fraud
26522,Bakeries,China,South Africa,Tablet,Weekday,7777,9,1,Fraud
15919,Liquor stores,Argentina,South Africa,Laptop,Weekday,9078,9,1,Fraud
5257,Grocery stores,Canada,Canada,Laptop,Weekend,3608,2,1,Fraud
7289,Taxi services,France,France,Mobile,Weekend,9141,2,0,No Fraud
23268,Airlines,Mexico,Nigeria,Laptop,Weekday,8906,3,1,Fraud
15242,Grocery stores,Nigeria,Nigeria,Mobile,Weekend,8770,2,0,No Fraud
6445,Bitcoin exchanges,Kenya,Nigeria,Laptop,Weekend,4686,10,1,Fraud
18941,Hotels,Argentina,Indonesia,Tablet,Weekend,8002,1,1,Fraud
